	Year	Dataset	Condition	TotalAreaMCWD	RelativeAreaMCWD	DeltaAGB in PG per SM	TotalAreaSCPDSI	RelativeAreaSCPDSI	TotalAreaPrec	RelativeAreaPrec
0	2010	ERA 5	1	2677566.1218007174	0.45042468393571755	2.255116988389048	3530294.00735489	0.5938720054441038	4329627.933755742	0.7283373051903026
1	2010	ERA 5	2	832481.5747955827	0.14004145300338416	2.255116988389048	399582.82471293455	0.0672184959549844	290414.31115384435	0.04885398468662551
2	2010	ERA 5	3	706373.0888971947	0.11882727104914262	2.255116988389048	27319.498876846657	0.004595732126536705	18502.89259688215	0.0031125877646832043
0	2005	GLDAS	1	2085378.9719359162	0.3508059639209672	1.3731071895003628	2397184.91896195	0.40325848563274713	2103796.059138499	0.3539041173576641
1	2005	GLDAS	2	401059.31644962175	0.06746687388239248	1.3731071895003628	167395.53596158855	0.028159559072640627	112223.55818896549	0.0188784360228653
2	2005	GLDAS	3	517910.399814126	0.08712375998633173	1.3731071895003628	18243.69326212079	0.00306898481591355	2988.24514417574	0.000502687632484161
0	2010	GLDAS	1	2658283.6795277465	0.4471809590112063	1.7301211110366792	3493979.231405128	0.5877630726539147	3795206.821509027	0.6384360853427737
1	2010	GLDAS	2	446061.1238013278	0.07503715373015826	1.7301211110366792	845364.087785848	0.1422085710419242	417348.95051733917	0.07020714356859753
2	2010	GLDAS	3	769441.6740061073	0.1294367746885336	1.7301211110366792	219099.36115329296	0.03685726365241732	270969.67169127456	0.04558297467762454
0	2005	GPCC	1	2292865.5243738983	0.38570970132706267	1.962730692775446	3139215.593399718	0.5280841357942688	2760325.7287177015	0.4643466444373529
1	2005	GPCC	2	353287.5476149324	0.0594306264473734	1.962730692775446	332008.33425314096	0.05585100132631766	338180.44021638954	0.056889283389673154
2	2005	GPCC	3	885552.3318952973	0.14896910517161216	1.962730692775446	0.0	0.0	9214.900234190369	0.0015501460418437742
0	2010	GPCC	1	2247185.060689237	0.378025256767627	1.902501561340596	3186816.9203863908	0.5360917112144694	3189071.447192074	0.5364709715119487
1	2010	GPCC	2	420575.10708617046	0.07074985306174938	1.902501561340596	289845.6301965696	0.04875832021792944	144971.65002848528	0.024387375203195786
2	2010	GPCC	3	782779.362729342	0.13168046315571358	1.902501561340596	30369.83240341239	0.005108864371307519	36974.133951650925	0.006219851104094877
0	2005	TRMM 6	1	2449474.5837855795	0.41205474114237695	1.3370133545356735	3585944.756140084	0.6032336681602051	3025065.499739279	0.5088816147287358
1	2005	TRMM 6	2	333124.6460131148	0.056038789171243684	1.3370133545356735	191034.30056951405	0.03213611187948411	79428.89401133746	0.013361662365357267
2	2005	TRMM 6	3	85929.78384040596	0.014455253004526953	1.3370133545356735	12333.85079017764	0.00207482115890378	6150.23955261823	0.001034603658920656
0	2010	TRMM 6	1	3648092.371813275	0.6136882447695511	2.11119229792784	3367607.611136034	0.5665046257925276	4082089.37362074	0.6866959515733368
1	2010	TRMM 6	2	626445.0215693546	0.10538163690752024	2.11119229792784	387677.42715482233	0.06521574992059877	187484.50064556723	0.031538958555889056
2	2010	TRMM 6	3	316778.4581929657	0.05328900591752787	2.11119229792784	36431.82259042482	0.006128622573271251	9256.73738699965	0.0015571839581728828
0	2005	TRMM 7	1	2290200.8862344474	0.3852614514100977	1.2699525584198914	3585944.756140084	0.6032336681602051	3380926.4020240046	0.568745135234022
1	2005	TRMM 7	2	287114.6910827765	0.048298917039362635	1.2699525584198914	191034.30056951405	0.03213611187948411	177829.52923634698	0.029914782999588805
2	2005	TRMM 7	3	266523.0379737867	0.044834954462373885	1.2699525584198914	12333.85079017764	0.00207482115890378	12284.320718150178	0.0020664891267434377
0	2010	TRMM 7	1	3126136.926460511	0.5258840204079751	1.660153317752353	3367607.611136034	0.5665046257925276	3718616.534857232	0.6255519382896733
1	2010	TRMM 7	2	439672.5754125542	0.0739624613573379	1.660153317752353	387677.42715482233	0.06521574992059877	311231.7184851976	0.052355924019230976
2	2010	TRMM 7	3	294157.97868732514	0.049483750746107336	1.660153317752353	36431.82259042482	0.006128622573271251	6177.744644093191	0.0010392306117467179
0	2005	GSWP 3	1	2365756.012709035	0.3979714620742423	1.7530198372063133	3189698.8495378094	0.53657651419154	2819470.354298287	0.4742960529941491
1	2005	GSWP 3	2	308986.26585847297	0.05197819019542354	1.7530198372063133	329214.55352478864	0.05538102682547972	295010.2422626127	0.049627119960560434
2	2005	GSWP 3	3	491836.7335425173	0.08273760391951665	1.7530198372063133	3089.34285585122	0.000519694459862687	9220.30364714952	0.001551055013074955
0	2010	GSWP 3	1	2433258.751149705	0.4093268864573707	1.8075897948470026	3325245.2337985756	0.5593783553084367	3524335.0446996093	0.5928695787070999
1	2010	GSWP 3	2	516758.6865137395	0.08693001683463608	1.8075897948470026	260137.0367978732	0.04376069058599215	172820.13841096836	0.029072094835565346
2	2010	GSWP 3	3	361560.7361265869	0.06082235615673963	1.8075897948470026	18147.09801305162	0.00305273540038001	15448.832205632832	0.0025988285804566208
0	2005	WATCH WFDEI	1	2346852.528322314	0.3947914860837908	1.761701157128509	3140901.0262258877	0.5283676621437552	2950854.9304100154	0.4963977877327686
1	2005	WATCH WFDEI	2	263186.7158436918	0.044273712732909046	1.761701157128509	332220.9463908231	0.05588676729830866	334870.2230417315	0.05633243307979128
2	2005	WATCH WFDEI	3	504118.70422977913	0.08480369772010493	1.761701157128509	6179.15634408205	0.0010394680902971508	12297.41844763133	0.002068692448862655
0	2010	WATCH WFDEI	1	2441267.3677579756	0.4106741094354224	1.581653114432271	3258624.8532211585	0.5481713626515833	3290824.7769963453	0.5535880880766265
1	2010	WATCH WFDEI	2	359039.1622760797	0.060398172755482836	1.581653114432271	207872.9705755433	0.034968741316199134	145010.46745173694	0.024393905135531337
2	2010	WATCH WFDEI	3	261218.6164700909	0.043942635740602316	1.581653114432271	27328.19578245372	0.0045971951346497	12359.489296009311	0.002079134111548268
