	Year	Dataset	Condition	TotalAreaMCWD	RelativeAreaMCWD	DeltaAGB in PG per SM	TotalAreaSCPDSI	RelativeAreaSCPDSI	TotalAreaPrec	RelativeAreaPrec
1	2010	ERA 5	2	668617.558693467	0.11247597215109614	1.8371070737120418	399582.82471293455	0.0672184959549844	290414.31115384435	0.04885398468662551
2	2010	ERA 5	3	141300.98863072024	0.02376989035885834	1.8371070737120418	27319.498876846657	0.004595732126536705	18502.89259688215	0.0031125877646832043
0	2005	GLDAS	1	2233065.5338704577	0.37565004617884307	1.1665667052602422	2397184.91896195	0.40325848563274713	2103796.059138499	0.3539041173576641
1	2005	GLDAS	2	377646.62718433695	0.06352835185055974	1.1665667052602422	167395.53596158855	0.028159559072640627	112223.55818896549	0.0188784360228653
2	2005	GLDAS	3	150838.40577328633	0.02537429073837702	1.1665667052602422	18243.69326212079	0.00306898481591355	2988.24514417574	0.000502687632484161
0	2010	GLDAS	1	2724227.925767077	0.4582742112106157	1.509911517302004	3493979.231405128	0.5877630726539147	3795206.821509027	0.6384360853427737
1	2010	GLDAS	2	509773.49622961186	0.08575495635700987	1.509911517302004	845364.087785848	0.1422085710419242	417348.95051733917	0.07020714356859753
2	2010	GLDAS	3	349268.8241354939	0.05875459001327262	1.509911517302004	219099.36115329296	0.03685726365241732	270969.67169127456	0.04558297467762454
0	2005	GPCC	1	2220751.463363762	0.3735785524925507	1.2677336411987485	3139215.593399718	0.5280841357942688	2760325.7287177015	0.4643466444373529
1	2005	GPCC	2	401036.89971481444	0.06746310290149748	1.2677336411987485	332008.33425314096	0.05585100132631766	338180.44021638954	0.056889283389673154
2	2005	GPCC	3	132260.56499994633	0.02224909506518402	1.2677336411987485	0.0	0.0	9214.900234190369	0.0015501460418437742
0	2010	GPCC	1	2461490.8800211493	0.41407614273911686	1.2894818148968115	3186816.9203863908	0.5360917112144694	3189071.447192074	0.5364709715119487
1	2010	GPCC	2	338018.8877290512	0.056862106758083744	1.2894818148968115	289845.6301965696	0.04875832021792944	144971.65002848528	0.024387375203195786
2	2010	GPCC	3	225082.02300709026	0.03786367710852225	1.2894818148968115	30369.83240341239	0.005108864371307519	36974.133951650925	0.006219851104094877
0	2005	TRMM 6	1	2391080.152314592	0.40223153150255797	1.2060599819565285	3585944.756140084	0.6032336681602051	3025065.499739279	0.5088816147287358
1	2005	TRMM 6	2	235656.7401422101	0.039642573840339555	1.2060599819565285	191034.30056951405	0.03213611187948411	79428.89401133746	0.013361662365357267
2	2005	TRMM 6	3	43126.39567676262	0.007254794936279171	1.2060599819565285	12333.85079017764	0.00207482115890378	6150.23955261823	0.001034603658920656
0	2010	TRMM 6	1	3649839.620784817	0.6139821699351543	1.9683736522751998	3367607.611136034	0.5665046257925276	4082089.37362074	0.6866959515733368
1	2010	TRMM 6	2	538915.923950213	0.09065734464475209	1.9683736522751998	387677.42715482233	0.06521574992059877	187484.50064556723	0.031538958555889056
2	2010	TRMM 6	3	178626.82379963744	0.03004890523423683	1.9683736522751998	36431.82259042482	0.006128622573271251	9256.73738699965	0.0015571839581728828
0	2005	TRMM 7	1	2235744.447132143	0.3761006974809197	1.1280874147341946	3585944.756140084	0.6032336681602051	3380926.4020240046	0.568745135234022
1	2005	TRMM 7	2	287917.33267702797	0.048433938760567126	1.1280874147341946	191034.30056951405	0.03213611187948411	177829.52923634698	0.029914782999588805
2	2005	TRMM 7	3	126234.65297445434	0.021235405992332562	1.1280874147341946	12333.85079017764	0.00207482115890378	12284.320718150178	0.0020664891267434377
0	2010	TRMM 7	1	3265393.9434306277	0.5493100704105841	1.5107619802173062	3367607.611136034	0.5665046257925276	3718616.534857232	0.6255519382896733
1	2010	TRMM 7	2	311073.9292145408	0.052329380442291705	1.5107619802173062	387677.42715482233	0.06521574992059877	311231.7184851976	0.052355924019230976
2	2010	TRMM 7	3	209769.0932763523	0.035287710271348895	1.5107619802173062	36431.82259042482	0.006128622573271251	6177.744644093191	0.0010392306117467179
0	2005	GSWP 3	1	2059727.44811124	0.3464908213677634	1.2841499557730096	3189698.8495378094	0.53657651419154	2819470.354298287	0.4742960529941491
1	2005	GSWP 3	2	422515.4555547902	0.07107626175006793	1.2841499557730096	329214.55352478864	0.05538102682547972	295010.2422626127	0.049627119960560434
2	2005	GSWP 3	3	120017.6559524189	0.020189572279439464	1.2841499557730096	3089.34285585122	0.000519694459862687	9220.30364714952	0.001551055013074955
0	2010	GSWP 3	1	2727161.1328221746	0.45876764024303185	1.425209195494174	3325245.2337985756	0.5593783553084367	3524335.0446996093	0.5928695787070999
1	2010	GSWP 3	2	271563.96506338473	0.0456829477098938	1.425209195494174	260137.0367978732	0.04376069058599215	172820.13841096836	0.029072094835565346
2	2010	GSWP 3	3	225123.36551126224	0.037870631814224266	1.425209195494174	18147.09801305162	0.00305273540038001	15448.832205632832	0.0025988285804566208
0	2005	WATCH WFDEI	1	2084234.7405403906	0.3506134793879121	1.3282774829593007	3140901.0262258877	0.5283676621437552	2950854.9304100154	0.4963977877327686
1	2005	WATCH WFDEI	2	422592.5379145299	0.07108922867448488	1.3282774829593007	332220.9463908231	0.05588676729830866	334870.2230417315	0.05633243307979128
2	2005	WATCH WFDEI	3	138367.99153040122	0.02327649664538877	1.3282774829593007	6179.15634408205	0.0010394680902971508	12297.41844763133	0.002068692448862655
0	2010	WATCH WFDEI	1	2635257.0816608644	0.4433073859248656	1.2654982485268356	3258624.8532211585	0.5481713626515833	3290824.7769963453	0.5535880880766265
1	2010	WATCH WFDEI	2	205279.89090438065	0.034532529085325045	1.2654982485268356	207872.9705755433	0.034968741316199134	145010.46745173694	0.024393905135531337
2	2010	WATCH WFDEI	3	215716.07200587113	0.03628812105217193	1.2654982485268356	27328.19578245372	0.0045971951346497	12359.489296009311	0.002079134111548268
